100	0.004398
200	0.001569
300	0.000032
400	0.001272
500	0.000085
600	0.001302
700	0.000082
800	0.001364
900	0.001449
1000	0.001321
1100	0.000130
1200	0.000142
1300	0.001335
1400	0.001387
1500	0.000187
1600	0.000196
1700	0.000212
1800	0.001387
1900	0.000239
2000	0.000253
2100	0.000264
2200	0.000278
2300	0.001495
2400	0.000310
2500	0.000321
2600	0.001783
2700	0.001709
2800	0.000370
2900	0.001814
3000	0.000483
3100	0.001663
3200	0.000442
3300	0.001683
3400	0.001637
3500	0.000515
3600	0.000471
3700	0.001808
3800	0.002375
3900	0.000741
4000	0.002159
4100	0.000603
4200	0.000567
4300	0.001831
4400	0.001772
4500	0.000672
4600	0.001871
4700	0.001826
4800	0.002073
4900	0.001973
5000	0.000763
5100	0.001939
5200	0.001961
5300	0.001957
5400	0.000759
5500	0.001967
5600	0.001948
5700	0.000846
5800	0.000872
5900	0.002064
6000	0.000927
6100	0.000849
6200	0.000877
6300	0.002103
6400	0.002046
6500	0.002172
6600	0.002163
6700	0.001000
6800	0.000953
6900	0.000974
7000	0.001119
7100	0.001137
7200	0.001068
7300	0.001030
7400	0.001118
7500	0.001143
7600	0.001303
7700	0.001255
7800	0.001191
7900	0.001128
8000	0.001232
8100	0.001159
8200	0.001162
8300	0.001224
8400	0.001271
8500	0.001363
8600	0.001228
8700	0.001300
8800	0.001262
8900	0.001350
9000	0.001362
9100	0.001319
9200	0.001375
9300	0.001355
9400	0.001407
9500	0.001441
9600	0.001388
9700	0.001494
9800	0.001416
9900	0.001433
10000	0.001515
10100	0.001512
10200	0.001500
10300	0.001552
10400	0.001532
10500	0.002821
10600	0.001646
10700	0.002711
10800	0.001682
10900	0.001610
11000	0.001675
11100	0.002818
11200	0.002878
11300	0.002920
11400	0.001700
11500	0.001812
11600	0.002892
11700	0.001785
11800	0.002914
11900	0.001792
12000	0.003019
12100	0.002963
12200	0.003015
12300	0.001815
12400	0.001861
12500	0.003118
12600	0.001926
12700	0.003126
12800	0.003076
12900	0.002005
13000	0.003102
13100	0.003128
13200	0.003126
13300	0.003219
13400	0.002043
13500	0.002062
13600	0.003209
13700	0.002143
13800	0.003261
13900	0.003213
14000	0.003287
14100	0.003319
14200	0.002162
14300	0.003415
14400	0.002140
14500	0.003325
14600	0.002219
14700	0.002223
14800	0.003441
14900	0.002335
15000	0.002298
15100	0.003481
15200	0.003510
15300	0.002344
15400	0.003560
15500	0.003584
15600	0.002338
15700	0.002459
15800	0.002387
15900	0.003657
16000	0.003570
16100	0.002429
16200	0.002477
16300	0.002466
16400	0.002543
16500	0.002650
16600	0.002661
16700	0.002501
16800	0.002632
16900	0.002634
17000	0.002527
17100	0.002676
